date,pompe,point,temperature,H,V,A,defaut_detecte
2025-09-08,4,pompe,47.7,2.85,2.75,2.16,0
2025-09-15,1,moteur_DE,55.1,2.42,1.85,2.13,0
2025-09-15,1,moteur_NDE,50.0,1.69,1.89,2.14,0
2025-09-15,1,pompe,48.8,2.71,3.21,2.44,0
2025-09-15,2,moteur_DE,54.1,2.47,3.07,2.32,0
2025-09-15,2,moteur_NDE,53.2,1.9,1.61,1.97,0
2025-09-15,2,pompe,52.9,2.31,2.42,2.86,0
2025-09-15,3,moteur_DE,53.6,2.65,2.16,2.17,0
2025-09-15,3,moteur_NDE,50.6,2.23,2.12,1.96,0
2025-09-15,3,pompe,47.7,3.04,2.52,2.73,0
2025-09-15,4,moteur_DE,54.1,1.88,2.75,2.03,0
2025-09-15,4,moteur_NDE,54.1,2.73,2.02,1.36,0
2025-09-15,4,pompe,52.3,2.37,2.67,2.78,0
2025-09-22,1,moteur_DE,56.3,2.43,2.09,2.32,0
2025-09-22,1,moteur_NDE,54.3,1.96,2.2,1.98,0
2025-09-22,1,pompe,50.7,2.65,2.38,2.99,0
2025-09-22,2,moteur_DE,56.5,2.86,2.15,2.41,0
2025-09-22,2,moteur_NDE,52.1,1.68,2.14,1.86,0
2025-09-22,2,pompe,51.3,1.99,2.76,2.64,0
2025-09-22,3,moteur_DE,55.5,2.18,2.33,2.15,0
2025-09-22,3,moteur_NDE,53.6,2.78,1.96,2.48,0
2025-09-22,3,pompe,49.0,2.99,2.64,2.21,0
2025-09-22,4,moteur_DE,52.8,1.78,1.67,2.28,0
2025-09-22,4,moteur_NDE,51.0,1.82,1.5,2.32,0
2025-09-22,4,pompe,48.2,3.22,2.39,2.6,0
2025-09-29,1,moteur_DE,55.5,2.17,2.57,2.07,0
2025-09-29,1,moteur_NDE,51.3,1.69,2.0,2.04,0
2025-09-29,1,pompe,53.1,2.27,2.76,7.33,1
2025-09-29,2,moteur_DE,53.6,2.41,2.28,2.06,0
2025-09-29,2,moteur_NDE,50.9,2.18,1.92,1.9,0
2025-09-29,2,pompe,48.9,2.71,2.38,2.5,0
2025-09-29,3,moteur_DE,55.0,2.34,1.84,2.35,0
2025-09-29,3,moteur_NDE,53.1,2.32,1.76,1.66,0
2025-09-29,3,pompe,51.6,2.46,2.61,3.06,0
2025-09-29,4,moteur_DE,53.0,1.99,2.59,2.4,0
2025-09-29,4,moteur_NDE,51.0,2.47,2.15,1.59,0
2025-09-29,4,pompe,52.6,1.84,2.36,3.05,0
2025-10-06,1,moteur_DE,58.5,2.44,2.41,2.63,0
2025-10-06,1,moteur_NDE,53.6,1.98,2.32,2.16,0
2025-10-06,1,pompe,47.6,2.36,2.3,2.71,0
2025-10-06,2,moteur_DE,55.3,2.21,2.37,2.03,0
2025-10-06,2,moteur_NDE,53.4,1.85,2.08,2.19,0
2025-10-06,2,pompe,49.6,2.61,2.51,3.01,0
2025-10-06,3,moteur_DE,53.8,2.53,2.16,2.13,0
2025-10-06,3,moteur_NDE,50.4,2.5,2.25,1.91,0
2025-10-06,3,pompe,52.1,2.51,2.82,3.19,0
2025-10-06,4,moteur_DE,53.2,2.54,2.47,2.15,0
2025-10-06,4,moteur_NDE,56.5,2.11,2.54,7.26,1
2025-10-06,4,pompe,48.8,2.98,2.15,2.28,0
2025-10-13,1,moteur_DE,57.7,2.22,1.88,2.73,0
2025-10-13,1,moteur_NDE,51.5,1.61,2.25,2.46,0
2025-10-13,1,pompe,47.7,2.78,2.59,2.88,0
2025-10-13,2,moteur_DE,56.8,2.36,1.96,2.26,0
2025-10-13,2,moteur_NDE,53.0,1.71,2.28,2.05,0
2025-10-13,2,pompe,47.6,2.37,2.38,2.3,0
2025-10-13,3,moteur_DE,56.3,2.03,2.54,1.91,0
2025-10-13,3,moteur_NDE,51.8,2.0,2.27,2.49,0
2025-10-13,3,pompe,50.0,2.36,2.04,2.55,0
2025-10-13,4,moteur_DE,56.3,2.26,2.49,1.95,0
2025-10-13,4,moteur_NDE,51.7,2.13,2.01,1.99,0
2025-10-13,4,pompe,50.5,2.77,3.04,2.3,0
2025-10-20,1,moteur_DE,58.1,2.32,2.54,2.0,0
2025-10-20,1,moteur_NDE,52.8,2.14,1.96,1.72,0
2025-10-20,1,pompe,50.0,2.14,3.3,2.54,0
2025-10-20,2,moteur_DE,56.7,1.98,2.2,2.07,0
2025-10-20,2,moteur_NDE,52.9,2.26,2.55,1.85,0
2025-10-20,2,pompe,63.6,8.59,2.58,2.76,1
2025-10-20,3,moteur_DE,56.4,1.91,2.61,2.26,0
2025-10-20,3,moteur_NDE,53.9,1.68,2.38,1.75,0
2025-10-20,3,pompe,48.7,3.21,3.01,2.35,0
2025-10-20,4,moteur_DE,54.0,1.91,2.47,2.13,0
2025-10-20,4,moteur_NDE,51.5,2.07,2.53,1.83,0
2025-10-20,4,pompe,50.7,2.97,2.55,2.93,0
2025-10-27,1,moteur_DE,62.5,7.59,1.98,2.46,1
2025-10-27,1,moteur_NDE,50.9,2.21,2.05,1.64,0
2025-10-27,1,pompe,50.1,2.89,3.16,2.66,0
2025-10-27,2,moteur_DE,57.0,2.44,1.86,1.77,0
2025-10-27,2,moteur_NDE,50.9,2.23,1.91,2.48,0
2025-10-27,2,pompe,49.0,2.88,2.45,3.1,0
2025-10-27,3,moteur_DE,54.9,2.86,2.6,1.8,0
2025-10-27,3,moteur_NDE,53.4,1.6,1.87,1.92,0
2025-10-27,3,pompe,49.5,2.46,2.76,2.73,0
2025-10-27,4,moteur_DE,55.3,2.16,2.09,2.58,0
2025-10-27,4,moteur_NDE,49.5,2.33,1.85,2.05,0
2025-10-27,4,pompe,48.9,2.58,2.59,1.93,0
2025-11-03,1,moteur_DE,54.8,1.89,1.83,1.94,0
2025-11-03,1,moteur_NDE,53.0,1.83,2.01,2.19,0
2025-11-03,1,pompe,50.6,2.56,2.47,2.53,0
2025-11-03,2,moteur_DE,56.0,1.59,2.32,2.14,0
2025-11-03,2,moteur_NDE,51.7,1.55,2.15,2.0,0
2025-11-03,2,pompe,47.3,1.57,3.04,2.23,0
2025-11-03,3,moteur_DE,54.4,1.44,2.13,2.48,0
2025-11-03,3,moteur_NDE,55.1,2.08,1.51,2.43,0
2025-11-03,3,pompe,51.8,2.56,3.02,2.68,0
2025-11-03,4,moteur_DE,54.7,1.85,2.25,2.14,0
2025-11-03,4,moteur_NDE,51.2,2.02,1.97,1.29,0
2025-11-03,4,pompe,56.5,7.7,2.88,3.05,1
2025-11-10,1,moteur_DE,56.3,2.25,1.5,1.98,0
2025-11-10,1,moteur_NDE,50.1,2.53,1.47,2.25,0
2025-11-10,1,pompe,50.4,2.29,2.88,2.88,0
2025-11-10,2,moteur_DE,62.2,2.23,4.54,1.85,1
2025-11-10,2,moteur_NDE,52.1,2.19,1.37,1.49,0
2025-11-10,2,pompe,49.3,2.61,2.65,2.92,0
2025-11-10,3,moteur_DE,57.3,1.6,2.57,2.44,0
2025-11-10,3,moteur_NDE,49.2,2.47,2.57,1.66,0
2025-11-10,3,pompe,48.0,2.37,2.26,2.94,0
2025-11-10,4,moteur_DE,55.7,2.35,1.92,2.17,0
2025-11-10,4,moteur_NDE,53.1,1.79,2.28,1.77,0
2025-11-10,4,pompe,52.5,2.29,1.99,2.69,0
2025-11-17,1,moteur_DE,53.9,2.25,1.9,2.43,0
2025-11-17,1,moteur_NDE,51.9,1.85,1.83,2.38,0
2025-11-17,1,pompe,52.5,2.38,3.43,3.16,0
2025-11-17,2,moteur_DE,54.6,2.06,1.67,2.18,0
2025-11-17,2,moteur_NDE,53.0,2.01,1.75,1.91,0
2025-11-17,2,pompe,50.8,2.88,2.71,2.69,0
2025-11-17,3,moteur_DE,54.4,2.26,2.15,1.96,0
2025-11-17,3,moteur_NDE,51.8,1.92,1.74,2.2,0
2025-11-17,3,pompe,48.3,3.1,2.84,2.69,0
2025-11-17,4,moteur_DE,54.9,2.02,2.44,2.06,0
2025-11-17,4,moteur_NDE,53.7,2.42,1.77,2.67,0
2025-11-17,4,pompe,48.9,2.72,2.96,2.68,0
2025-11-24,1,moteur_DE,54.7,2.36,1.89,2.31,0
2025-11-24,1,moteur_NDE,51.1,2.38,2.21,2.47,0
2025-11-24,1,pompe,52.2,2.61,2.41,2.59,0
2025-11-24,2,moteur_DE,52.7,2.6,2.24,2.26,0
2025-11-24,2,moteur_NDE,52.1,1.15,1.79,2.4,0
2025-11-24,2,pompe,48.9,3.0,1.99,2.28,0
2025-11-24,3,moteur_DE,63.0,11.61,2.11,2.08,1
2025-11-24,3,moteur_NDE,53.5,2.08,2.42,2.42,0
2025-11-24,3,pompe,51.8,2.49,2.35,2.7,0
2025-11-24,4,moteur_DE,56.1,2.12,1.74,2.36,0
2025-11-24,4,moteur_NDE,52.8,1.79,2.16,2.03,0
2025-11-24,4,pompe,51.3,3.1,2.44,2.45,0
2025-12-01,1,moteur_DE,54.0,2.57,2.9,2.12,0
2025-12-01,1,moteur_NDE,53.9,2.19,1.6,2.14,0
2025-12-01,1,pompe,49.2,2.7,2.52,3.01,0
2025-12-01,2,moteur_DE,56.6,1.9,2.04,1.68,0
2025-12-01,2,moteur_NDE,55.4,1.78,2.39,2.13,0
2025-12-01,2,pompe,50.9,2.78,2.64,3.64,0
2025-12-01,3,moteur_DE,56.0,2.57,2.32,2.39,0
2025-12-01,3,moteur_NDE,52.6,1.78,1.86,2.46,0
2025-12-01,3,pompe,51.1,2.89,2.63,2.36,0
2025-12-01,4,moteur_DE,56.4,2.46,2.0,2.47,0
2025-12-01,4,moteur_NDE,58.6,4.87,1.73,1.99,1
2025-12-01,4,pompe,50.9,2.44,2.73,2.33,0
2025-12-08,1,moteur_DE,56.3,2.12,1.96,1.78,0
2025-12-08,1,moteur_NDE,50.8,1.53,1.58,1.86,0
2025-12-08,1,pompe,51.1,2.12,2.92,2.95,0
2025-12-08,2,moteur_DE,52.2,2.13,2.18,2.13,0
2025-12-08,2,moteur_NDE,53.2,1.79,2.1,1.74,0
2025-12-08,2,pompe,48.9,2.45,2.5,3.31,0
2025-12-08,3,moteur_DE,56.1,2.11,1.95,2.01,0
2025-12-08,3,moteur_NDE,49.4,2.17,1.82,1.52,0
2025-12-08,3,pompe,50.4,2.5,2.91,2.23,0
2025-12-08,4,moteur_DE,58.5,6.03,2.39,2.07,1
2025-12-08,4,moteur_NDE,48.9,1.96,2.36,1.7,0
2025-12-08,4,pompe,49.1,2.49,2.85,2.3,0
2025-12-15,1,moteur_DE,57.4,2.43,2.47,2.31,0
2025-12-15,1,moteur_NDE,53.9,2.21,1.89,2.45,0
2025-12-15,1,pompe,51.5,2.31,3.55,2.44,0
2025-12-15,2,moteur_DE,55.3,2.1,2.44,2.32,0
2025-12-15,2,moteur_NDE,50.9,2.19,1.86,2.41,0
2025-12-15,2,pompe,48.5,2.38,2.51,2.68,0
2025-12-15,3,moteur_DE,53.1,2.56,1.9,2.31,0
2025-12-15,3,moteur_NDE,51.3,2.13,2.05,2.03,0
2025-12-15,3,pompe,50.1,2.48,2.68,2.2,0
2025-12-15,4,moteur_DE,53.7,1.76,1.93,2.04,0
2025-12-15,4,moteur_NDE,50.0,2.18,2.18,2.15,0
2025-12-15,4,pompe,51.9,2.69,3.08,2.66,0
2025-12-22,1,moteur_DE,55.2,2.26,2.14,2.21,0
2025-12-22,1,moteur_NDE,52.2,1.8,2.1,1.62,0
2025-12-22,1,pompe,52.6,2.8,2.52,2.97,0
2025-12-22,2,moteur_DE,51.4,1.72,2.3,2.49,0
2025-12-22,2,moteur_NDE,51.4,2.13,2.27,1.96,0
2025-12-22,2,pompe,48.1,2.38,2.72,2.56,0
2025-12-22,3,moteur_DE,54.3,1.87,1.85,2.48,0
2025-12-22,3,moteur_NDE,51.7,1.88,1.75,2.33,0
2025-12-22,3,pompe,53.4,2.82,3.23,6.28,1
2025-12-22,4,moteur_DE,54.9,1.86,2.53,1.93,0
2025-12-22,4,moteur_NDE,52.3,1.72,1.71,2.34,0
2025-12-22,4,pompe,49.1,2.93,2.44,2.73,0
2025-12-29,1,moteur_DE,59.8,2.31,2.79,5.02,1
2025-12-29,1,moteur_NDE,50.8,1.92,2.15,2.08,0
2025-12-29,1,pompe,50.2,2.81,2.93,2.5,0
2025-12-29,2,moteur_DE,57.4,1.72,2.03,2.88,0
2025-12-29,2,moteur_NDE,49.7,2.25,1.98,1.39,0
2025-12-29,2,pompe,50.3,2.61,2.78,2.95,0
2025-12-29,3,moteur_DE,53.9,2.38,1.81,2.15,0
2025-12-29,3,moteur_NDE,49.3,2.05,1.86,2.15,0
2025-12-29,3,pompe,54.6,6.01,2.56,2.87,1
2025-12-29,4,moteur_DE,52.7,1.72,2.54,2.27,0
2025-12-29,4,moteur_NDE,50.6,1.7,1.84,2.27,0
2025-12-29,4,pompe,53.7,2.68,2.4,2.63,0
2026-01-05,1,moteur_DE,53.4,1.98,2.04,2.18,0
2026-01-05,1,moteur_NDE,49.7,1.76,1.92,2.4,0
2026-01-05,1,pompe,50.8,2.55,2.86,2.65,0
2026-01-05,2,moteur_DE,56.7,2.06,2.03,2.42,0
2026-01-05,2,moteur_NDE,52.3,1.78,1.88,2.19,0
2026-01-05,2,pompe,52.3,3.08,3.03,2.77,0
2026-01-05,3,moteur_DE,57.3,2.26,2.22,1.88,0
2026-01-05,3,moteur_NDE,50.6,2.01,2.13,2.0,0
2026-01-05,3,pompe,55.0,2.26,2.82,7.33,1
2026-01-05,4,moteur_DE,51.7,2.37,2.15,2.51,0
2026-01-05,4,moteur_NDE,60.2,7.11,1.79,2.0,1
2026-01-05,4,pompe,48.3,2.52,3.25,2.68,0
2026-01-12,1,moteur_DE,55.3,2.52,2.3,2.24,0
2026-01-12,1,moteur_NDE,53.1,1.83,2.01,1.37,0
2026-01-12,1,pompe,49.4,3.06,2.49,2.6,0
2026-01-12,2,moteur_DE,54.9,2.78,1.93,2.67,0
2026-01-12,2,moteur_NDE,52.0,1.85,1.89,1.92,0
2026-01-12,2,pompe,51.4,2.82,2.16,2.54,0
2026-01-12,3,moteur_DE,57.9,2.12,2.19,2.47,0
2026-01-12,3,moteur_NDE,52.2,1.89,2.12,2.34,0
2026-01-12,3,pompe,51.6,3.12,3.0,3.21,0
2026-01-12,4,moteur_DE,57.8,2.41,2.48,2.29,0
2026-01-12,4,moteur_NDE,50.4,2.25,1.63,1.57,0
2026-01-12,4,pompe,52.4,5.24,2.25,2.13,1
2026-01-19,1,moteur_DE,54.4,1.89,2.35,2.19,0
2026-01-19,1,moteur_NDE,53.6,1.73,2.01,1.9,0
2026-01-19,1,pompe,49.1,2.92,2.38,2.38,0
2026-01-19,2,moteur_DE,56.0,2.02,2.3,2.22,0
2026-01-19,2,moteur_NDE,53.7,2.33,1.54,2.08,0
2026-01-19,2,pompe,47.3,2.47,2.76,3.02,0
2026-01-19,3,moteur_DE,54.2,2.33,2.32,2.27,0
2026-01-19,3,moteur_NDE,49.7,2.25,2.11,1.36,0
2026-01-19,3,pompe,48.9,2.23,2.29,2.67,0
2026-01-19,4,moteur_DE,53.6,2.63,2.7,2.27,0
2026-01-19,4,moteur_NDE,56.2,7.42,2.15,2.11,1
2026-01-19,4,pompe,51.4,2.85,3.0,2.42,0
2026-01-26,1,moteur_DE,58.8,2.18,2.14,2.34,0
2026-01-26,1,moteur_NDE,50.5,2.11,1.65,1.86,0
2026-01-26,1,pompe,49.1,3.01,2.79,3.16,0
2026-01-26,2,moteur_DE,54.7,2.66,2.12,2.31,0
2026-01-26,2,moteur_NDE,50.5,1.6,2.08,2.47,0
2026-01-26,2,pompe,48.7,2.24,2.47,2.47,0
2026-01-26,3,moteur_DE,54.1,2.12,1.97,2.31,0
2026-01-26,3,moteur_NDE,53.4,2.23,1.86,1.89,0
2026-01-26,3,pompe,50.2,2.46,2.82,2.1,0
2026-01-26,4,moteur_DE,55.5,2.51,2.35,2.46,0
2026-01-26,4,moteur_NDE,51.1,2.12,2.25,1.69,0
2026-01-26,4,pompe,50.4,2.35,2.52,2.47,0
2026-02-02,1,moteur_DE,57.5,2.0,2.36,2.07,0
2026-02-02,1,moteur_NDE,51.1,2.36,2.43,2.04,0
2026-02-02,1,pompe,50.5,2.69,2.7,2.71,0
2026-02-02,2,moteur_DE,55.7,2.76,2.41,2.34,0
2026-02-02,2,moteur_NDE,51.8,2.45,1.72,1.87,0
2026-02-02,2,pompe,50.6,2.42,2.4,3.15,0
2026-02-02,3,moteur_DE,54.2,2.41,1.92,2.31,0
2026-02-02,3,moteur_NDE,51.8,1.81,1.53,1.98,0
2026-02-02,3,pompe,51.8,2.43,2.44,2.64,0
2026-02-02,4,moteur_DE,55.3,1.83,2.23,2.05,0
2026-02-02,4,moteur_NDE,52.4,1.04,1.69,1.82,0
2026-02-02,4,pompe,50.9,2.95,2.8,3.01,0
2026-02-09,1,moteur_DE,53.5,2.39,2.0,1.84,0
2026-02-09,1,moteur_NDE,51.8,2.08,2.25,2.12,0
2026-02-09,1,pompe,50.4,2.4,2.72,2.66,0
2026-02-09,2,moteur_DE,55.2,2.52,1.64,2.1,0
2026-02-09,2,moteur_NDE,50.7,1.99,1.92,1.86,0
2026-02-09,2,pompe,51.7,2.59,2.3,2.17,0
2026-02-09,3,moteur_DE,53.9,2.77,2.16,1.82,0
2026-02-09,3,moteur_NDE,52.1,2.05,2.15,2.26,0
2026-02-09,3,pompe,50.6,3.25,2.15,3.12,0
2026-02-09,4,moteur_DE,56.6,2.59,2.73,2.4,0
2026-02-09,4,moteur_NDE,50.0,1.77,2.14,1.83,0
2026-02-09,4,pompe,51.1,2.71,2.63,2.48,0
2026-02-16,1,moteur_DE,55.4,1.98,2.71,2.43,0
2026-02-16,1,moteur_NDE,53.0,2.03,1.91,2.28,0
2026-02-16,1,pompe,48.0,2.46,2.51,2.77,0
2026-02-16,2,moteur_DE,55.8,2.35,2.32,2.56,0
2026-02-16,2,moteur_NDE,54.0,1.82,1.69,1.49,0
2026-02-16,2,pompe,64.3,7.47,2.68,2.33,1
2026-02-16,3,moteur_DE,52.8,2.41,2.17,2.33,0
2026-02-16,3,moteur_NDE,53.9,2.19,1.33,1.58,0
2026-02-16,3,pompe,45.5,2.77,2.59,2.3,0
2026-02-16,4,moteur_DE,55.4,2.47,2.45,2.97,0
2026-02-16,4,moteur_NDE,52.5,1.97,2.23,1.61,0
2026-02-16,4,pompe,52.0,2.34,2.84,2.28,0
2026-02-23,1,moteur_DE,54.5,2.63,1.67,2.67,0
2026-02-23,1,moteur_NDE,52.5,2.28,1.84,2.31,0
2026-02-23,1,pompe,49.5,2.68,2.15,2.76,0
2026-02-23,2,moteur_DE,54.4,2.45,2.12,2.39,0
2026-02-23,2,moteur_NDE,49.6,1.77,1.91,2.62,0
2026-02-23,2,pompe,52.6,3.2,2.72,2.75,0
2026-02-23,3,moteur_DE,55.8,2.38,2.48,2.21,0
2026-02-23,3,moteur_NDE,53.9,2.02,2.17,1.98,0
2026-02-23,3,pompe,53.0,2.32,2.4,2.9,0
2026-02-23,4,moteur_DE,56.0,2.33,2.32,2.15,0
2026-02-23,4,moteur_NDE,48.7,2.32,2.38,1.8,0
2026-02-23,4,pompe,48.9,2.52,2.51,1.9,0
2026-03-02,1,moteur_DE,55.2,1.63,2.17,2.1,0
2026-03-02,1,moteur_NDE,53.2,1.79,2.06,2.39,0
2026-03-02,1,pompe,48.7,3.16,2.67,2.53,0
2026-03-02,2,moteur_DE,57.7,2.58,2.08,1.54,0
2026-03-02,2,moteur_NDE,50.7,1.75,2.3,1.52,0
2026-03-02,2,pompe,49.4,2.84,2.46,2.13,0
2026-03-02,3,moteur_DE,54.4,2.69,2.44,2.21,0
2026-03-02,3,moteur_NDE,54.4,2.18,1.88,1.28,0
2026-03-02,3,pompe,48.8,2.58,2.7,3.07,0
2026-03-02,4,moteur_DE,54.1,2.49,1.87,1.96,0
2026-03-02,4,moteur_NDE,51.2,1.77,1.75,1.55,0
2026-03-02,4,pompe,51.2,2.44,2.38,2.63,0
2026-03-09,1,moteur_DE,52.9,1.66,2.48,2.06,0
2026-03-09,1,moteur_NDE,51.0,2.32,2.2,2.03,0
2026-03-09,1,pompe,47.8,2.01,2.88,2.58,0
2026-03-09,2,moteur_DE,54.2,2.32,1.9,2.5,0
2026-03-09,2,moteur_NDE,53.0,2.08,2.13,2.01,0
2026-03-09,2,pompe,53.2,2.56,5.54,3.0,1
2026-03-09,3,moteur_DE,52.0,2.45,1.88,2.52,0
2026-03-09,3,moteur_NDE,51.9,2.22,2.09,1.99,0
2026-03-09,3,pompe,49.1,2.34,2.15,2.77,0
2026-03-09,4,moteur_DE,53.7,2.19,1.79,2.38,0
2026-03-09,4,moteur_NDE,50.9,1.35,2.4,1.74,0
2026-03-09,4,pompe,50.6,2.47,1.97,3.1,0
2026-03-16,1,moteur_DE,55.4,1.87,2.63,2.16,0
2026-03-16,1,moteur_NDE,58.4,4.69,1.71,1.63,1
2026-03-16,1,pompe,50.7,2.66,2.83,2.65,0
2026-03-16,2,moteur_DE,54.7,1.92,2.4,1.91,0
2026-03-16,2,moteur_NDE,51.5,2.35,1.85,2.67,0
2026-03-16,2,pompe,50.2,1.96,2.9,2.55,0
2026-03-16,3,moteur_DE,53.8,2.0,2.9,2.45,0
2026-03-16,3,moteur_NDE,51.7,2.08,1.99,1.49,0
2026-03-16,3,pompe,50.4,2.24,2.53,2.63,0
2026-03-16,4,moteur_DE,54.8,2.25,1.86,2.34,0
2026-03-16,4,moteur_NDE,52.5,1.49,2.15,1.89,0
2026-03-16,4,pompe,50.3,2.69,2.66,2.4,0
2026-03-23,1,moteur_DE,57.1,2.13,1.92,2.21,0
2026-03-23,1,moteur_NDE,53.9,2.33,1.7,1.61,0
2026-03-23,1,pompe,49.7,2.43,2.34,2.26,0
2026-03-23,2,moteur_DE,54.3,1.82,1.44,2.59,0
2026-03-23,2,moteur_NDE,52.0,2.02,1.69,2.01,0
2026-03-23,2,pompe,51.8,2.53,2.4,3.26,0
2026-03-23,3,moteur_DE,55.4,2.29,2.29,2.59,0
2026-03-23,3,moteur_NDE,50.3,1.8,1.84,1.49,0
2026-03-23,3,pompe,49.0,3.38,2.75,2.75,0
2026-03-23,4,moteur_DE,57.2,1.98,2.53,2.1,0
2026-03-23,4,moteur_NDE,51.7,1.8,2.03,1.74,0
2026-03-23,4,pompe,49.0,3.07,2.61,2.89,0
2026-03-30,1,moteur_DE,53.3,2.26,2.23,1.89,0
2026-03-30,1,moteur_NDE,49.9,1.83,2.03,2.03,0
2026-03-30,1,pompe,51.5,3.31,2.69,2.54,0
2026-03-30,2,moteur_DE,55.8,2.07,1.92,2.35,0
2026-03-30,2,moteur_NDE,51.6,1.92,1.91,2.18,0
2026-03-30,2,pompe,50.8,3.05,3.06,2.88,0
2026-03-30,3,moteur_DE,54.1,1.73,2.21,2.13,0
2026-03-30,3,moteur_NDE,51.0,2.12,2.52,1.77,0
2026-03-30,3,pompe,50.7,2.07,2.64,2.78,0
2026-03-30,4,moteur_DE,54.4,2.15,2.43,2.7,0
2026-03-30,4,moteur_NDE,53.1,1.6,1.92,1.67,0
2026-03-30,4,pompe,49.8,2.25,2.85,2.5,0
2026-04-06,1,moteur_DE,54.6,1.7,2.4,2.27,0
2026-04-06,1,moteur_NDE,52.4,1.95,1.86,2.13,0
2026-04-06,1,pompe,51.1,2.55,2.22,2.84,0
2026-04-06,2,moteur_DE,64.4,1.75,9.43,1.91,1
2026-04-06,2,moteur_NDE,54.2,1.92,1.95,1.86,0
2026-04-06,2,pompe,48.7,2.17,2.61,2.45,0
2026-04-06,3,moteur_DE,55.2,2.0,2.06,1.74,0
2026-04-06,3,moteur_NDE,53.0,2.29,2.56,2.46,0
2026-04-06,3,pompe,48.0,2.92,2.49,3.24,0
2026-04-06,4,moteur_DE,56.6,1.8,1.93,1.96,0
2026-04-06,4,moteur_NDE,52.5,1.75,2.26,2.25,0
2026-04-06,4,pompe,51.5,2.89,2.02,2.31,0
2026-04-13,1,moteur_DE,55.0,2.26,1.95,2.17,0
2026-04-13,1,moteur_NDE,51.8,1.68,2.38,2.03,0
2026-04-13,1,pompe,50.2,2.36,2.79,2.46,0
2026-04-13,2,moteur_DE,55.0,2.85,1.95,2.6,0
2026-04-13,2,moteur_NDE,53.8,1.95,1.81,2.13,0
2026-04-13,2,pompe,49.9,2.3,2.49,2.59,0
2026-04-13,3,moteur_DE,55.2,2.3,2.39,1.87,0
2026-04-13,3,moteur_NDE,54.2,2.47,2.42,2.4,0
2026-04-13,3,pompe,51.8,2.53,2.54,2.65,0
2026-04-13,4,moteur_DE,52.4,2.23,1.71,2.39,0
2026-04-13,4,moteur_NDE,50.8,2.14,2.03,2.13,0
2026-04-13,4,pompe,47.4,2.38,2.69,1.89,0
2026-04-20,1,moteur_DE,57.0,2.24,2.81,1.79,0
2026-04-20,1,moteur_NDE,51.2,1.86,1.94,1.59,0
2026-04-20,1,pompe,48.9,2.15,2.84,2.42,0
2026-04-20,2,moteur_DE,63.6,2.2,2.11,5.0,1
2026-04-20,2,moteur_NDE,51.4,1.55,2.43,1.59,0
2026-04-20,2,pompe,52.5,2.63,2.62,2.7,0
2026-04-20,3,moteur_DE,58.1,1.89,5.09,2.44,1
2026-04-20,3,moteur_NDE,52.6,2.51,1.79,2.3,0
2026-04-20,3,pompe,51.0,3.13,2.17,2.64,0
2026-04-20,4,moteur_DE,55.6,2.29,2.24,2.02,0
2026-04-20,4,moteur_NDE,52.1,2.34,1.8,1.7,0
2026-04-20,4,pompe,49.6,2.91,2.48,2.96,0
2026-04-27,1,moteur_DE,55.4,1.92,2.1,1.94,0
2026-04-27,1,moteur_NDE,52.2,2.22,1.75,1.95,0
2026-04-27,1,pompe,50.4,2.53,2.65,2.4,0
2026-04-27,2,moteur_DE,54.3,2.35,2.18,2.83,0
2026-04-27,2,moteur_NDE,51.8,2.07,2.25,1.88,0
2026-04-27,2,pompe,51.9,3.05,3.03,2.25,0
2026-04-27,3,moteur_DE,68.7,1.88,10.15,2.27,1
2026-04-27,3,moteur_NDE,52.6,2.23,1.91,2.1,0
2026-04-27,3,pompe,49.8,2.35,2.45,2.63,0
2026-04-27,4,moteur_DE,54.9,1.02,2.45,2.4,0
2026-04-27,4,moteur_NDE,50.9,1.91,2.48,2.0,0
2026-04-27,4,pompe,51.0,2.45,2.87,2.65,0
2026-05-04,1,moteur_DE,55.0,1.51,2.33,2.1,0
2026-05-04,1,moteur_NDE,49.2,2.48,2.06,2.57,0
2026-05-04,1,pompe,48.8,2.79,2.89,2.78,0
2026-05-04,2,moteur_DE,55.7,2.16,2.65,2.51,0
2026-05-04,2,moteur_NDE,51.7,2.31,1.9,1.73,0
2026-05-04,2,pompe,48.2,2.25,2.6,2.8,0
2026-05-04,3,moteur_DE,53.8,1.49,2.46,2.19,0
2026-05-04,3,moteur_NDE,54.1,2.5,2.53,2.18,0
2026-05-04,3,pompe,48.6,2.7,2.75,3.28,0
2026-05-04,4,moteur_DE,55.5,2.17,2.18,2.47,0
2026-05-04,4,moteur_NDE,50.9,1.71,1.68,1.69,0
2026-05-04,4,pompe,48.6,2.95,3.18,3.22,0
2026-05-11,1,moteur_DE,53.2,2.42,2.14,2.22,0
2026-05-11,1,moteur_NDE,54.0,2.16,2.32,2.31,0
2026-05-11,1,pompe,50.9,2.8,2.8,2.18,0
2026-05-11,2,moteur_DE,55.0,2.37,2.53,2.12,0
2026-05-11,2,moteur_NDE,54.6,2.08,1.93,1.67,0
2026-05-11,2,pompe,49.3,2.51,1.95,2.72,0
2026-05-11,3,moteur_DE,55.0,2.31,2.33,2.22,0
2026-05-11,3,moteur_NDE,51.9,2.28,1.65,2.31,0
2026-05-11,3,pompe,51.8,2.77,2.38,2.75,0
2026-05-11,4,moteur_DE,57.5,2.14,2.83,1.69,0
