poste_technique,plan_entretien,type_travail_code,corps_metier,categorie_travail,nb_visites_preventives,frequence_observee_jours,frequence_officielle_jours,source_frequence,frequence_moyenne_jours,frequence_std_jours,nb_correctifs_total,nb_correctifs_entre_visites,taux_correctif_entre_visites,classe_frequence,frequence_actuelle_jours,frequence_recommandee_jours,cout_actuel_annuel_mad,cout_recommande_annuel_mad,economie_estimee_mad
SF01-UT-0TED-STOCKE-POMP20,184725.0,350.0,Mécanique,Graissage,16,28.1,,observée,28.1,7.2,2,1,0.07,Adéquat,28.1,28.1,3271.0,3271.0,0.0
SF01-UT-0TED-STOCKE-POMP20-CANA-CIRASPIR,184872.0,290.0,Mécanique,Inspection,4,180.0,,observée,180.0,0.0,0,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-UT-0TED-STOCKE-POMP20-CANA-CIRREFOU,184873.0,290.0,Mécanique,Inspection,4,175.7,,observée,175.7,6.1,0,0,0.0,Adéquat,175.7,175.7,199.0,199.0,0.0
SF01-UT-FDEM-0SEMII,218612.0,310.0,Régulation/Instrumentation,Inspection,18,20.6,,observée,20.6,9.7,13,7,0.41,Insuffisant,20.6,14.4,17874.0,13982.0,3892.0
SF01-UT-FDEM-0SEMII-P1302A,184602.0,360.0,Mécanique,Systématique,29,14.8,,observée,14.8,1.4,11,6,0.21,Insuffisant,14.8,10.4,13898.0,11618.0,2279.0
SF01-UT-FDEM-0SEMII-P1302A,184603.0,290.0,Mécanique,Inspection,15,29.4,,observée,29.4,2.1,11,5,0.36,Insuffisant,29.4,20.6,11142.0,8810.0,2332.0
SF01-UT-FDEM-0SEMII-P1302A-CANA-CIRASPIR,184809.0,290.0,Mécanique,Inspection,4,180.0,,observée,180.0,0.0,0,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-UT-FDEM-0SEMII-P1302A-CANA-CIRREFOL,184705.0,290.0,Mécanique,Inspection,4,180.0,,observée,180.0,0.0,0,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-UT-FDEM-0SEMII-P1302A-GMOT-0MOTEUR,211013.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1302A-GMOT-0MOTEUR,211367.0,360.0,Électrique,Systématique,5,91.0,,observée,91.0,0.0,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-UT-FDEM-0SEMII-P1302A-GMOT-0MOTEUR,212946.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1302A-GMOT-0MOTEUR,213301.0,360.0,Électrique,Systématique,5,88.8,,observée,88.8,3.9,0,0,0.0,Adéquat,88.8,88.8,395.0,395.0,0.0
SF01-UT-FDEM-0SEMII-P1302A-GMOT-DEPARTM,211081.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1302A-GMOT-DEPARTM,213015.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1302B,184604.0,290.0,Mécanique,Inspection,16,29.4,,observée,29.4,2.2,5,3,0.2,Insuffisant,29.4,20.6,6720.0,5651.0,1069.0
SF01-UT-FDEM-0SEMII-P1302B-GMOT-0MOTEUR,211014.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1302B-GMOT-0MOTEUR,211368.0,360.0,Électrique,Systématique,5,91.0,,observée,91.0,0.0,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-UT-FDEM-0SEMII-P1302B-GMOT-0MOTEUR,212947.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1302B-GMOT-0MOTEUR,213302.0,360.0,Électrique,Systématique,5,88.8,,observée,88.8,3.9,0,0,0.0,Adéquat,88.8,88.8,395.0,395.0,0.0
SF01-UT-FDEM-0SEMII-P1302B-GMOT-DEPARTM,211082.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1302B-GMOT-DEPARTM,213016.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1303A,184609.0,350.0,Mécanique,Graissage,4,174.7,,observée,174.7,7.5,10,2,0.67,Insuffisant,174.7,122.3,3317.0,2513.0,804.0
SF01-UT-FDEM-0SEMII-P1303A,184610.0,290.0,Mécanique,Inspection,16,28.3,,observée,28.3,6.5,10,3,0.2,Insuffisant,28.3,19.8,6981.0,5871.0,1110.0
SF01-UT-FDEM-0SEMII-P1303A,184612.0,350.0,Mécanique,Graissage,59,7.2,,observée,7.2,2.1,10,3,0.05,Adéquat,7.2,7.2,10510.0,10510.0,0.0
SF01-UT-FDEM-0SEMII-P1303A,184613.0,290.0,Mécanique,Inspection,59,7.2,,observée,7.2,2.2,10,3,0.05,Adéquat,7.2,7.2,10510.0,10510.0,0.0
SF01-UT-FDEM-0SEMII-P1303A,184615.0,290.0,Mécanique,Inspection,4,178.3,,observée,178.3,2.5,10,2,0.67,Insuffisant,178.3,124.8,3250.0,2462.0,788.0
SF01-UT-FDEM-0SEMII-P1303A-CANA-CIRASPIR,184810.0,290.0,Mécanique,Inspection,4,180.0,,observée,180.0,0.0,0,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-UT-FDEM-0SEMII-P1303A-CANA-CIRREFOU,184811.0,290.0,Mécanique,Inspection,4,180.0,,observée,180.0,0.0,0,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-UT-FDEM-0SEMII-P1303A-GMOT-0MOTEUR,211015.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1303A-GMOT-0MOTEUR,211369.0,360.0,Électrique,Systématique,5,91.0,,observée,91.0,0.0,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-UT-FDEM-0SEMII-P1303A-GMOT-0MOTEUR,212948.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1303A-GMOT-0MOTEUR,213303.0,360.0,Électrique,Systématique,5,88.8,,observée,88.8,3.9,0,0,0.0,Adéquat,88.8,88.8,395.0,395.0,0.0
SF01-UT-FDEM-0SEMII-P1303A-GMOT-DEPARTM,211083.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1303A-GMOT-DEPARTM,213017.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1303B,184620.0,350.0,Mécanique,Graissage,4,174.7,,observée,174.7,7.5,12,2,0.67,Insuffisant,174.7,122.3,3317.0,2513.0,804.0
SF01-UT-FDEM-0SEMII-P1303B,184621.0,290.0,Mécanique,Inspection,16,28.3,,observée,28.3,6.2,12,4,0.27,Insuffisant,28.3,19.8,8991.0,7307.0,1684.0
SF01-UT-FDEM-0SEMII-P1303B,184623.0,350.0,Mécanique,Graissage,59,7.2,,observée,7.2,2.1,12,5,0.09,Adéquat,7.2,7.2,15025.0,15025.0,0.0
SF01-UT-FDEM-0SEMII-P1303B,184624.0,290.0,Mécanique,Inspection,59,7.2,,observée,7.2,2.2,12,5,0.09,Adéquat,7.2,7.2,15025.0,15025.0,0.0
SF01-UT-FDEM-0SEMII-P1303B,184626.0,290.0,Mécanique,Inspection,4,178.7,,observée,178.7,1.9,12,2,0.67,Insuffisant,178.7,125.1,3243.0,2456.0,786.0
SF01-UT-FDEM-0SEMII-P1303B-GMOT-0MOTEUR,211016.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1303B-GMOT-0MOTEUR,211370.0,360.0,Électrique,Systématique,5,91.0,,observée,91.0,0.0,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-UT-FDEM-0SEMII-P1303B-GMOT-0MOTEUR,212949.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1303B-GMOT-0MOTEUR,213304.0,360.0,Électrique,Systématique,5,88.8,,observée,88.8,3.9,0,0,0.0,Adéquat,88.8,88.8,395.0,395.0,0.0
SF01-UT-FDEM-0SEMII-P1303B-GMOT-DEPARTM,211084.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-P1303B-GMOT-DEPARTM,213018.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPCAP6,184627.0,360.0,Mécanique,Systématique,8,60.0,,observée,60.0,7.5,15,4,0.57,Insuffisant,60.0,42.0,8304.0,6348.0,1955.0
SF01-UT-FDEM-0SEMII-PPCAP6,184628.0,290.0,Mécanique,Inspection,15,29.7,,observée,29.7,1.0,15,9,0.64,Insuffisant,29.7,20.8,18690.0,14193.0,4497.0
SF01-UT-FDEM-0SEMII-PPCAP6-CANA-CIRASPIR,184812.0,290.0,Mécanique,Inspection,4,180.0,,observée,180.0,0.0,0,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-UT-FDEM-0SEMII-PPCAP6-CANA-CIRREFOU,184813.0,290.0,Mécanique,Inspection,4,180.0,,observée,180.0,0.0,1,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-UT-FDEM-0SEMII-PPCAP6-GMOT-0MOTEUR,211021.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPCAP6-GMOT-0MOTEUR,211375.0,360.0,Électrique,Systématique,5,91.0,,observée,91.0,0.0,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-UT-FDEM-0SEMII-PPCAP6-GMOT-0MOTEUR,212954.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPCAP6-GMOT-0MOTEUR,213309.0,360.0,Électrique,Systématique,5,88.8,,observée,88.8,3.9,0,0,0.0,Adéquat,88.8,88.8,395.0,395.0,0.0
SF01-UT-FDEM-0SEMII-PPCAP6-GMOT-DEPARTM,211094.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPCAP6-GMOT-DEPARTM,213028.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPUI01,184629.0,350.0,Mécanique,Graissage,16,29.2,,observée,29.2,3.1,22,4,0.27,Insuffisant,29.2,20.4,8714.0,7081.0,1632.0
SF01-UT-FDEM-0SEMII-PPUI01-GMOT-0MOTEUR,211285.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPUI01-GMOT-0MOTEUR,213219.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPUI01-GMOT-DEPARTM,211150.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPUI01-GMOT-DEPARTM,213084.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPUI02,184630.0,350.0,Mécanique,Graissage,16,29.1,,observée,29.1,3.4,18,3,0.2,Insuffisant,29.1,20.4,6789.0,5710.0,1080.0
SF01-UT-FDEM-0SEMII-PPUI02-GMOT-0MOTEUR,211286.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PPUI02-GMOT-0MOTEUR,213220.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT,211234.0,360.0,Électrique,Systématique,51,8.8,,observée,8.8,10.0,0,0,0.0,Trop fréquent,8.8,17.6,3982.0,1991.0,1991.0
SF01-UT-FDEM-0SEMII-PSTMBT,211247.0,360.0,Électrique,Systématique,15,27.9,,observée,27.9,3.4,0,0,0.0,Adéquat,27.9,27.9,1256.0,1256.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT,211390.0,310.0,Électrique,Inspection,51,7.2,,observée,7.2,1.8,0,0,0.0,Trop fréquent,7.2,14.4,4867.0,2434.0,2434.0
SF01-UT-FDEM-0SEMII-PSTMBT,213168.0,360.0,Électrique,Systématique,50,7.4,,observée,7.4,2.9,0,0,0.0,Trop fréquent,7.4,14.8,4736.0,2368.0,2368.0
SF01-UT-FDEM-0SEMII-PSTMBT,213181.0,360.0,Électrique,Systématique,14,28.0,,observée,28.0,5.9,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT,213324.0,290.0,Électrique,Inspection,51,7.3,,observée,7.3,2.9,0,0,0.0,Trop fréquent,7.3,14.6,4801.0,2400.0,2400.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000BATR,211140.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000BATR,213074.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000ECLT,211149.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000ECLT,213083.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000EPS2,211151.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000EPS2,213085.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000EPUS,211152.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000EPUS,213086.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000INFR,211158.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000INFR,213092.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000JDBR,211257.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000JDBR,213191.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000K356,211161.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000K356,213095.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000MCRO,211169.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000MCRO,213103.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000ONDS,211170.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000ONDS,213104.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000P202,211171.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,1,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000P202,213105.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,1,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000STED,211215.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000STED,213149.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000SZR5,211214.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000SZR5,213148.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X353,211219.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X353,213153.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X355,211220.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X355,213154.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X356,211221.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X356,213155.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X360,211222.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X360,213156.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X362,211223.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGBT-000X362,213157.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGMT-00K1401,211073.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGMT-00K1401,213007.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGMT-00K1402,211074.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGMT-00K1402,213008.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGMT-00K1403,211075.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGMT-00K1403,213009.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGMT-SULZPP2,211095.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,1,1,0.5,Insuffisant,182.0,127.4,2425.0,1870.0,555.0
SF01-UT-FDEM-0SEMII-PSTMBT-TGMT-SULZPP2,213029.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,1,1,0.5,Insuffisant,182.0,127.4,2425.0,1870.0,555.0
SF01-UT-FDEM-0SEMII-PSTTR1-TRSF,211050.0,310.0,Électrique,Inspection,15,27.9,,observée,27.9,3.4,0,0,0.0,Adéquat,27.9,27.9,1256.0,1256.0,0.0
SF01-UT-FDEM-0SEMII-PSTTR1-TRSF,212983.0,310.0,Électrique,Inspection,14,28.0,,observée,28.0,5.9,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-UT-FDEM-BASSIN-0IP01A,184821.0,350.0,Mécanique,Graissage,60,7.1,,observée,7.1,1.7,3,3,0.05,Adéquat,7.1,7.1,10658.0,10658.0,0.0
SF01-UT-FDEM-BASSIN-0IP01A,184822.0,290.0,Mécanique,Inspection,60,7.0,,observée,7.0,2.0,3,3,0.05,Adéquat,7.0,7.0,10811.0,10811.0,0.0
SF01-UT-FDEM-BASSIN-0IP01A-CRSV-924VT670,218871.0,360.0,Régulation/Instrumentation,Systématique,5,78.2,,observée,78.2,23.2,0,0,0.0,Adéquat,78.2,78.2,448.0,448.0,0.0
SF01-UT-FDEM-BASSIN-0IP01A-GMOT-0MOTEUR,211002.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-BASSIN-0IP01A-GMOT-0MOTEUR,211356.0,360.0,Électrique,Systématique,6,91.0,,observée,91.0,0.0,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-UT-FDEM-BASSIN-0IP01A-GMOT-0MOTEUR,212935.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-BASSIN-0IP01A-GMOT-0MOTEUR,213290.0,360.0,Électrique,Systématique,5,88.8,,observée,88.8,3.9,0,0,0.0,Adéquat,88.8,88.8,395.0,395.0,0.0
SF01-UT-FDEM-BASSIN-0IP01A-GMOT-DEPARTM,211059.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-BASSIN-0IP01A-GMOT-DEPARTM,212993.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-BASSIN-0IP01B,184823.0,350.0,Mécanique,Graissage,60,7.1,,observée,7.1,1.7,0,0,0.0,Trop fréquent,7.1,14.2,4936.0,2468.0,2468.0
SF01-UT-FDEM-BASSIN-0IP01B,184824.0,290.0,Mécanique,Inspection,60,7.1,,observée,7.1,1.7,0,0,0.0,Trop fréquent,7.1,14.2,4936.0,2468.0,2468.0
SF01-UT-FDEM-BASSIN-0IP01B-CRSV-924FT401,218859.0,360.0,Régulation/Instrumentation,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-BASSIN-0IP01B-CRSV-924PT006,218864.0,360.0,Régulation/Instrumentation,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-BASSIN-0IP01B-CRSV-924TT110,218868.0,360.0,Régulation/Instrumentation,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-UT-FDEM-BASSIN-0IP01B-CRSV-924VT671,218872.0,360.0,Régulation/Instrumentation,Systématique,5,78.2,,observée,78.2,23.0,0,0,0.0,Adéquat,78.2,78.2,448.0,448.0,0.0
SF01-UT-FDEM-BASSIN-0IP01B-GMOT-0MOTEUR,211003.0,360.0,Électrique,Systématique,3,198.0,,observée,198.0,166.0,0,0,0.0,Adéquat,198.0,198.0,177.0,177.0,0.0
SF01-UT-FDEM-BASSIN-0IP01B-GMOT-0MOTEUR,211357.0,360.0,Électrique,Systématique,6,97.4,,observée,97.4,48.1,0,0,0.0,Adéquat,97.4,97.4,360.0,360.0,0.0
SF01-UT-FDEM-BASSIN-0IP01B-GMOT-0MOTEUR,212936.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
